States,States,Jobs
31-1013,Minnesota,0
31-2011,Minnesota,500
31-2012,Minnesota,0
31-2021,Minnesota,1450
31-2022,Minnesota,320
31-9011,Minnesota,2190
31-9091,Minnesota,5630
31-9092,Minnesota,9550
31-9093,Minnesota,1250
31-9094,Minnesota,1370
31-9095,Minnesota,450
31-9096,Minnesota,1040
31-9799,Minnesota,0
33-1011,Minnesota,540
33-1012,Minnesota,1840
33-1021,Minnesota,610
33-2011,Minnesota,5940
33-2021,Minnesota,120
33-2022,Minnesota,0
33-3011,Minnesota,140
33-3012,Minnesota,0
33-3021,Minnesota,1290
33-3031,Minnesota,0
33-3041,Minnesota,140
33-3051,Minnesota,8850
33-3052,Minnesota,0
33-9011,Minnesota,40
33-9021,Minnesota,210
33-9031,Minnesota,400
33-9032,Minnesota,10950
33-9091,Minnesota,0
33-9092,Minnesota,3000
35-1011,Minnesota,2290
35-1012,Minnesota,15090
35-2011,Minnesota,400
35-2012,Minnesota,7570
35-2013,Minnesota,0
35-2014,Minnesota,25530
35-2015,Minnesota,1300
35-2021,Minnesota,8840
35-3011,Minnesota,17270
35-3021,Minnesota,66370
35-3022,Minnesota,15060
35-3031,Minnesota,50230
35-3041,Minnesota,7430
35-9011,Minnesota,4040
35-9021,Minnesota,7270
35-9031,Minnesota,6550
37-1011,Minnesota,2510
37-1012,Minnesota,2340
37-2011,Minnesota,45610
37-2012,Minnesota,15390
37-2021,Minnesota,460
37-3011,Minnesota,15260
37-3012,Minnesota,350
37-3013,Minnesota,0
39-1011,Minnesota,480
39-1012,Minnesota,190
39-1021,Minnesota,4360
39-2011,Minnesota,180
39-2021,Minnesota,3220
39-3011,Minnesota,2150
39-3012,Minnesota,840
39-3021,Minnesota,0
39-3031,Minnesota,2190
39-3091,Minnesota,6690
39-3092,Minnesota,120
39-3093,Minnesota,150
39-4011,Minnesota,0
39-4021,Minnesota,610
39-4831,Minnesota,0
39-5011,Minnesota,0
39-5012,Minnesota,9680
39-5091,Minnesota,0
39-5092,Minnesota,1260
39-5093,Minnesota,0
39-5094,Minnesota,710
39-6011,Minnesota,330
39-6012,Minnesota,460
39-7011,Minnesota,720
39-7012,Minnesota,0
39-9011,Minnesota,10140
39-9021,Minnesota,67420
39-9031,Minnesota,5140
39-9032,Minnesota,8010
39-9041,Minnesota,1680
41-1011,Minnesota,21700
41-1012,Minnesota,3570
41-2011,Minnesota,63650
41-2012,Minnesota,660
41-2021,Minnesota,6090
41-2022,Minnesota,4930
41-2031,Minnesota,84730
41-3011,Minnesota,2840
41-3021,Minnesota,7440
41-3031,Minnesota,8180
41-3041,Minnesota,940
41-4011,Minnesota,6550
41-4012,Minnesota,32800
41-9011,Minnesota,2060
41-9012,Minnesota,0
41-9021,Minnesota,410
41-9022,Minnesota,1820
41-9031,Minnesota,1790
41-9041,Minnesota,2660
41-9091,Minnesota,60
43-1011,Minnesota,22940
43-2011,Minnesota,910
43-2021,Minnesota,0
43-3011,Minnesota,6170
43-3021,Minnesota,8010
43-3031,Minnesota,33560
43-3041,Minnesota,420
43-3051,Minnesota,3210
43-3061,Minnesota,1430
43-3071,Minnesota,7890
43-4011,Minnesota,2740
43-4021,Minnesota,30
43-4031,Minnesota,2410
43-4041,Minnesota,920
43-4051,Minnesota,56610
43-4061,Minnesota,2410
43-4071,Minnesota,1920
43-4081,Minnesota,4730
43-4111,Minnesota,2800
43-4121,Minnesota,1150
43-4131,Minnesota,4530
43-4141,Minnesota,940
43-4151,Minnesota,2170
43-4161,Minnesota,5650
43-4171,Minnesota,17880
43-4181,Minnesota,5530
43-5011,Minnesota,1360
43-5021,Minnesota,950
43-5031,Minnesota,1230
43-5032,Minnesota,4140
43-5041,Minnesota,340
43-5051,Minnesota,1530
43-5052,Minnesota,6420
43-5053,Minnesota,2300
43-5061,Minnesota,5570
43-5071,Minnesota,13950
43-5081,Minnesota,33440
43-5111,Minnesota,800
43-6011,Minnesota,13760
43-6012,Minnesota,3380
43-6013,Minnesota,11200
43-6014,Minnesota,29860
43-9011,Minnesota,550
43-9021,Minnesota,3110
43-9022,Minnesota,700
43-9031,Minnesota,370
43-9041,Minnesota,4950
43-9051,Minnesota,2950
43-9061,Minnesota,53070
43-9071,Minnesota,1140
43-9081,Minnesota,470
43-9111,Minnesota,70
45-1011,Minnesota,180
45-2011,Minnesota,310
45-2021,Minnesota,0
45-2041,Minnesota,330
45-2090,Minnesota,0
45-3011,Minnesota,0
45-3021,Minnesota,0
45-4011,Minnesota,60
45-4021,Minnesota,0
45-4022,Minnesota,470
45-4023,Minnesota,0
47-1011,Minnesota,6070
47-2011,Minnesota,60
47-2021,Minnesota,1300
47-2022,Minnesota,90
47-2031,Minnesota,14600
47-2041,Minnesota,530
47-2042,Minnesota,60
47-2043,Minnesota,210
47-2044,Minnesota,520
47-2051,Minnesota,4990
47-2053,Minnesota,0
47-2061,Minnesota,11330
47-2071,Minnesota,1390
47-2072,Minnesota,0
47-2073,Minnesota,10360
47-2081,Minnesota,1100
47-2082,Minnesota,380
47-2111,Minnesota,10590
47-2121,Minnesota,770
47-2131,Minnesota,700
47-2132,Minnesota,930
47-2141,Minnesota,3930
47-2142,Minnesota,0
47-2151,Minnesota,740
47-2152,Minnesota,8570
47-2161,Minnesota,360
47-2171,Minnesota,200
47-2181,Minnesota,2180
47-2211,Minnesota,2860
47-2221,Minnesota,1470
47-3011,Minnesota,170
47-3012,Minnesota,600
47-3013,Minnesota,240
47-3014,Minnesota,0
47-3015,Minnesota,290
47-3016,Minnesota,0
47-4011,Minnesota,1100
47-4021,Minnesota,340
47-4031,Minnesota,310
47-4041,Minnesota,620
47-4051,Minnesota,5230
47-4061,Minnesota,550
47-4071,Minnesota,730
47-4091,Minnesota,0
47-4799,Minnesota,0
47-5011,Minnesota,0
47-5012,Minnesota,0
47-5013,Minnesota,0
47-5021,Minnesota,560
47-5031,Minnesota,0
47-5041,Minnesota,0
47-5042,Minnesota,0
47-5051,Minnesota,50
47-5061,Minnesota,0
47-5071,Minnesota,0
47-5081,Minnesota,80
49-1011,Minnesota,6980
49-2011,Minnesota,2870
49-2021,Minnesota,120
49-2022,Minnesota,3840
49-2091,Minnesota,110
49-2092,Minnesota,720
49-2093,Minnesota,30
49-2094,Minnesota,1210
49-2095,Minnesota,290
49-2096,Minnesota,390
49-2097,Minnesota,590
49-2098,Minnesota,1080
49-3011,Minnesota,1380
49-3021,Minnesota,2360
49-3022,Minnesota,300
49-3023,Minnesota,10770
49-3031,Minnesota,5970
49-3041,Minnesota,1720
49-3042,Minnesota,3540
49-3043,Minnesota,330
49-3051,Minnesota,410
49-3052,Minnesota,220
49-3053,Minnesota,690
49-3091,Minnesota,0
49-3092,Minnesota,310
49-3093,Minnesota,1530
49-9011,Minnesota,460
49-9012,Minnesota,430
49-9021,Minnesota,2770
49-9031,Minnesota,560
49-9041,Minnesota,6870
49-9043,Minnesota,720
49-9044,Minnesota,930
49-9045,Minnesota,0
49-9051,Minnesota,2520
49-9052,Minnesota,1400
49-9061,Minnesota,0
49-9062,Minnesota,1030
49-9063,Minnesota,120
49-9064,Minnesota,0
49-9071,Minnesota,22170
49-9091,Minnesota,620
49-9092,Minnesota,0
49-9093,Minnesota,0
49-9094,Minnesota,260
49-9095,Minnesota,30
49-9096,Minnesota,180
49-9097,Minnesota,560
49-9098,Minnesota,1890
49-9799,Minnesota,0
51-1011,Minnesota,11730
51-2011,Minnesota,0
51-2021,Minnesota,180
51-2022,Minnesota,8100
51-2023,Minnesota,2600
51-2031,Minnesota,290
51-2041,Minnesota,1040
51-2091,Minnesota,230
51-2092,Minnesota,23300
51-2093,Minnesota,0
51-3011,Minnesota,2900
51-3021,Minnesota,2310
51-3022,Minnesota,4280
51-3023,Minnesota,5430
51-3091,Minnesota,350
51-3092,Minnesota,4580
51-3093,Minnesota,680
51-4011,Minnesota,4560
51-4012,Minnesota,720
51-4021,Minnesota,1700
51-4022,Minnesota,280
51-4023,Minnesota,840
51-4031,Minnesota,8570
51-4032,Minnesota,400
51-4033,Minnesota,2090
51-4034,Minnesota,270
51-4035,Minnesota,370
51-4041,Minnesota,12820
51-4051,Minnesota,240
51-4052,Minnesota,260
51-4061,Minnesota,280
51-4062,Minnesota,40
51-4071,Minnesota,260
51-4072,Minnesota,2690
51-4081,Minnesota,1620
51-4111,Minnesota,1600
51-4121,Minnesota,9290
51-4122,Minnesota,880
51-4191,Minnesota,380
51-4192,Minnesota,140
51-4193,Minnesota,1390
51-4194,Minnesota,170
51-5111,Minnesota,1810
51-5112,Minnesota,6320
51-5113,Minnesota,3700
51-6011,Minnesota,3030
51-6021,Minnesota,850
51-6031,Minnesota,2160
51-6041,Minnesota,120
51-6042,Minnesota,0
51-6051,Minnesota,50
51-6052,Minnesota,0
51-6061,Minnesota,0
51-6062,Minnesota,160
51-6063,Minnesota,50
51-6064,Minnesota,70
51-6091,Minnesota,50
51-6092,Minnesota,0
51-6093,Minnesota,0
51-7011,Minnesota,2600
51-7021,Minnesota,440
51-7031,Minnesota,0
51-7032,Minnesota,0
51-7041,Minnesota,1170
51-7042,Minnesota,2010
51-8011,Minnesota,0
51-8012,Minnesota,200
51-8013,Minnesota,700
51-8021,Minnesota,1140
51-8031,Minnesota,2300
51-8091,Minnesota,420
51-8092,Minnesota,220
51-8093,Minnesota,490
51-8099,Minnesota,260
51-9011,Minnesota,450
51-9012,Minnesota,740
51-9021,Minnesota,910
51-9022,Minnesota,580
51-9023,Minnesota,1800
51-9031,Minnesota,370
51-9032,Minnesota,2410
51-9041,Minnesota,1360
51-9051,Minnesota,560
51-9061,Minnesota,9240
51-9071,Minnesota,230
51-9081,Minnesota,720
51-9082,Minnesota,680
51-9083,Minnesota,1520
51-9111,Minnesota,10200
51-9121,Minnesota,2770
51-9122,Minnesota,1140
51-9123,Minnesota,490
51-9141,Minnesota,80
51-9151,Minnesota,450
51-9191,Minnesota,280
51-9192,Minnesota,210
51-9193,Minnesota,250
51-9194,Minnesota,590
51-9195,Minnesota,650
51-9196,Minnesota,1890
51-9197,Minnesota,0
51-9198,Minnesota,11000
51-9399,Minnesota,0
53-1011,Minnesota,50
53-1021,Minnesota,2690
53-1031,Minnesota,3000
53-2011,Minnesota,2980
53-2012,Minnesota,540
53-2021,Minnesota,590
53-2022,Minnesota,160
53-2031,Minnesota,3780
53-3011,Minnesota,0
53-3021,Minnesota,3660
53-3022,Minnesota,15720
53-3031,Minnesota,8770
53-3032,Minnesota,34580
53-3033,Minnesota,14750
53-3041,Minnesota,3920
53-4011,Minnesota,1000
53-4012,Minnesota,100
53-4013,Minnesota,30
53-4021,Minnesota,740
53-4031,Minnesota,620
53-4041,Minnesota,0
53-5011,Minnesota,0
53-5021,Minnesota,70
53-5022,Minnesota,0
53-5031,Minnesota,0
53-6011,Minnesota,70
53-6021,Minnesota,2230
53-6031,Minnesota,2200
53-6041,Minnesota,0
53-6051,Minnesota,320
53-6061,Minnesota,0
53-7011,Minnesota,620
53-7021,Minnesota,950
53-7031,Minnesota,0
53-7032,Minnesota,1120
53-7033,Minnesota,0
53-7041,Minnesota,120
53-7051,Minnesota,10140
53-7061,Minnesota,6990
53-7062,Minnesota,37830
53-7063,Minnesota,1520
53-7064,Minnesota,11840
53-7071,Minnesota,0
53-7072,Minnesota,0
53-7073,Minnesota,0
53-7081,Minnesota,1900
53-7111,Minnesota,0
53-7121,Minnesota,130
11-1011,Mississippi,940
11-1021,Mississippi,24110
Nov-11,Mississippi,150
Nov-21,Mississippi,470
Nov-22,Mississippi,1460
Nov-31,Mississippi,270
Nov-11,Mississippi,3040
Nov-21,Mississippi,1170
Nov-31,Mississippi,2920
Nov-51,Mississippi,1650
Nov-61,Mississippi,570
Nov-71,Mississippi,950
Nov-11,Mississippi,80
Nov-21,Mississippi,980
Nov-31,Mississippi,190
Nov-13,Mississippi,0
Nov-21,Mississippi,1120
Nov-31,Mississippi,350
Nov-32,Mississippi,2470
Nov-33,Mississippi,1620
Nov-41,Mississippi,840
Nov-51,Mississippi,1430
Nov-71,Mississippi,230
Nov-81,Mississippi,490
Nov-11,Mississippi,2580
Nov-21,Mississippi,160
Nov-31,Mississippi,190
Nov-41,Mississippi,1370
Nov-51,Mississippi,780
Nov-61,Mississippi,170
Nov-99,Mississippi,990
13-1011,Mississippi,0
13-1021,Mississippi,60
13-1022,Mississippi,530
13-1023,Mississippi,1570
13-1031,Mississippi,1240
13-1032,Mississippi,30
13-1041,Mississippi,2250
13-1051,Mississippi,950
13-1074,Mississippi,0
13-1078,Mississippi,0
13-1081,Mississippi,660
13-1111,Mississippi,1480
13-1121,Mississippi,270
13-1141,Mississippi,310
13-1151,Mississippi,1330
13-1161,Mississippi,1510
13-1199,Mississippi,3220
13-2011,Mississippi,5480
13-2021,Mississippi,380
13-2031,Mississippi,410
13-2041,Mississippi,380
13-2051,Mississippi,530
13-2052,Mississippi,770
13-2053,Mississippi,280
13-2061,Mississippi,150
13-2071,Mississippi,280
13-2072,Mississippi,2250
13-2081,Mississippi,390
13-2082,Mississippi,540
13-2099,Mississippi,500
15-1111,Mississippi,230
15-1121,Mississippi,1750
15-1131,Mississippi,700
15-1132,Mississippi,860
15-1133,Mississippi,850
15-1141,Mississippi,360
15-1142,Mississippi,1140
15-1150,Mississippi,0
15-1179,Mississippi,0
15-1799,Mississippi,0
15-2011,Mississippi,50
15-2021,Mississippi,0
15-2031,Mississippi,220
15-2041,Mississippi,60
15-2091,Mississippi,0
17-1011,Mississippi,270
17-1012,Mississippi,0
17-1021,Mississippi,40
17-1022,Mississippi,520
17-2011,Mississippi,110
17-2021,Mississippi,0
17-2031,Mississippi,0
17-2041,Mississippi,150
17-2051,Mississippi,1630
17-2061,Mississippi,290
17-2071,Mississippi,950
17-2072,Mississippi,520
17-2081,Mississippi,400
17-2111,Mississippi,150
17-2112,Mississippi,1630
17-2121,Mississippi,390
17-2131,Mississippi,90
17-2141,Mississippi,1170
17-2151,Mississippi,0
17-2161,Mississippi,0
17-2171,Mississippi,0
17-2199,Mississippi,380
17-3011,Mississippi,540
17-3012,Mississippi,120
17-3013,Mississippi,400
17-3021,Mississippi,0
17-3022,Mississippi,960
17-3023,Mississippi,1150
17-3024,Mississippi,0
17-3025,Mississippi,180
17-3026,Mississippi,410
17-3027,Mississippi,730
17-3029,Mississippi,480
17-3031,Mississippi,560
19-1011,Mississippi,0
19-1012,Mississippi,0
19-1013,Mississippi,100
19-1021,Mississippi,0
19-1022,Mississippi,40
19-1023,Mississippi,190
19-1029,Mississippi,290
19-1031,Mississippi,590
19-1032,Mississippi,180
19-1041,Mississippi,80
19-1042,Mississippi,300
19-2011,Mississippi,0
19-2012,Mississippi,90
19-2021,Mississippi,60
19-2031,Mississippi,0
19-2032,Mississippi,0
19-2041,Mississippi,450
19-2042,Mississippi,360
19-2043,Mississippi,0
19-2099,Mississippi,300
19-3011,Mississippi,0
19-3022,Mississippi,0
19-3031,Mississippi,370
19-3032,Mississippi,0
19-3039,Mississippi,70
19-3041,Mississippi,0
19-3051,Mississippi,180
19-3091,Mississippi,0
19-3092,Mississippi,0
19-3093,Mississippi,120
19-3094,Mississippi,0
19-3099,Mississippi,200
19-4011,Mississippi,220
19-4021,Mississippi,390
19-4031,Mississippi,340
19-4041,Mississippi,210
19-4051,Mississippi,0
19-4061,Mississippi,0
19-4091,Mississippi,230
19-4092,Mississippi,100
19-4093,Mississippi,230
19-4099,Mississippi,190
21-1011,Mississippi,630
21-1012,Mississippi,1990
21-1013,Mississippi,100
21-1014,Mississippi,940
21-1015,Mississippi,510
21-1021,Mississippi,2560
21-1022,Mississippi,1530
21-1023,Mississippi,820
21-1091,Mississippi,510
21-1092,Mississippi,520
21-1093,Mississippi,1970
21-2011,Mississippi,200
21-2021,Mississippi,70
23-1011,Mississippi,3070
23-1012,Mississippi,70
23-1021,Mississippi,90
23-1022,Mississippi,0
23-1023,Mississippi,310
23-2011,Mississippi,1780
23-2091,Mississippi,70
23-2093,Mississippi,240
25-1000,Mississippi,0
25-2011,Mississippi,2350
25-2012,Mississippi,1130
25-2021,Mississippi,15390
25-2022,Mississippi,5780
25-2023,Mississippi,370
25-2031,Mississippi,9040
25-2032,Mississippi,1400
25-2053,Mississippi,870
25-2054,Mississippi,1160
25-3011,Mississippi,660
25-3021,Mississippi,1300
25-3999,Mississippi,0
25-4011,Mississippi,0
25-4012,Mississippi,40
25-4013,Mississippi,0
25-4021,Mississippi,1450
25-4031,Mississippi,800
25-9011,Mississippi,130
25-9021,Mississippi,360
25-9031,Mississippi,1120
25-9041,Mississippi,11100
27-1011,Mississippi,110
27-1012,Mississippi,70
27-1013,Mississippi,30
27-1014,Mississippi,0
27-1021,Mississippi,70
27-1022,Mississippi,0
27-1023,Mississippi,330
27-1024,Mississippi,870
27-1025,Mississippi,230
27-1026,Mississippi,680
27-1027,Mississippi,0
27-2011,Mississippi,0
27-2012,Mississippi,270
27-2021,Mississippi,60
27-2022,Mississippi,1290
27-2023,Mississippi,0
27-2031,Mississippi,0
27-2032,Mississippi,0
27-2041,Mississippi,190
27-2042,Mississippi,0
27-3011,Mississippi,240
27-3012,Mississippi,0
27-3021,Mississippi,60
27-3022,Mississippi,230
27-3031,Mississippi,1370
27-3041,Mississippi,380
27-3042,Mississippi,90
27-3043,Mississippi,140
27-3091,Mississippi,130
27-4011,Mississippi,170
27-4012,Mississippi,130
27-4013,Mississippi,0
27-4014,Mississippi,0
27-4021,Mississippi,200
27-4031,Mississippi,40
27-4032,Mississippi,0
29-1011,Mississippi,110
29-1021,Mississippi,770
29-1022,Mississippi,0
29-1023,Mississippi,70
29-1024,Mississippi,0
29-1031,Mississippi,510
29-1041,Mississippi,200
29-1051,Mississippi,2740
29-1060,Mississippi,0
29-1071,Mississippi,190
29-1081,Mississippi,0
29-1111,Mississippi,0
29-1122,Mississippi,910
29-1123,Mississippi,1700
29-1124,Mississippi,160
29-1125,Mississippi,230
29-1126,Mississippi,1540
29-1127,Mississippi,1410
29-1131,Mississippi,450
29-1181,Mississippi,110
29-1199,Mississippi,110
29-2011,Mississippi,1490
29-2012,Mississippi,1670
29-2021,Mississippi,1250
29-2031,Mississippi,510
29-2032,Mississippi,690
29-2033,Mississippi,230
29-2037,Mississippi,0
29-2041,Mississippi,2210
29-2051,Mississippi,240
29-2052,Mississippi,3760
29-2053,Mississippi,440
29-2054,Mississippi,360
29-2055,Mississippi,1330
29-2056,Mississippi,630
29-2061,Mississippi,8990
29-2071,Mississippi,2490
29-2081,Mississippi,370
29-2091,Mississippi,90
29-2799,Mississippi,0
29-9011,Mississippi,490
29-9012,Mississippi,200
29-9091,Mississippi,280
29-9799,Mississippi,0
31-1011,Mississippi,4470
31-1013,Mississippi,3570
31-2011,Mississippi,280
31-2012,Mississippi,0
31-2021,Mississippi,920
31-2022,Mississippi,380
31-9011,Mississippi,160
31-9091,Mississippi,2240
31-9092,Mississippi,2650
31-9093,Mississippi,290
31-9094,Mississippi,440
31-9095,Mississippi,190
31-9096,Mississippi,800
31-9799,Mississippi,0
33-1011,Mississippi,390
33-1012,Mississippi,850
33-1021,Mississippi,770
33-2011,Mississippi,2700
33-2021,Mississippi,270
33-2022,Mississippi,240
33-3011,Mississippi,150
33-3012,Mississippi,6550
33-3021,Mississippi,880
33-3031,Mississippi,40
33-3041,Mississippi,40
33-3051,Mississippi,7450
33-3052,Mississippi,0
33-9011,Mississippi,190
33-9021,Mississippi,0
33-9031,Mississippi,360
33-9032,Mississippi,10400
33-9091,Mississippi,320
33-9092,Mississippi,290
35-1011,Mississippi,960
35-1012,Mississippi,9120
35-2011,Mississippi,10920
35-2012,Mississippi,7370
35-2013,Mississippi,0
35-2014,Mississippi,9530
35-2015,Mississippi,2280
35-2021,Mississippi,9110
35-3011,Mississippi,2430
35-3021,Mississippi,19750
35-3022,Mississippi,3010
35-3031,Mississippi,19390
35-3041,Mississippi,2240
35-9011,Mississippi,1920
35-9021,Mississippi,2540
35-9031,Mississippi,2810
37-1011,Mississippi,1440
37-1012,Mississippi,780
37-2011,Mississippi,16990
37-2012,Mississippi,10740
37-2021,Mississippi,890
37-3011,Mississippi,5860
37-3012,Mississippi,70
37-3013,Mississippi,0
39-1011,Mississippi,980
39-1012,Mississippi,410
39-1021,Mississippi,1000
39-2011,Mississippi,0
39-2021,Mississippi,840
39-3011,Mississippi,3870
39-3012,Mississippi,90
39-3021,Mississippi,30
39-3031,Mississippi,470
39-3091,Mississippi,1090
39-3092,Mississippi,0
39-3093,Mississippi,100
39-4011,Mississippi,0
39-4021,Mississippi,190
39-4831,Mississippi,0
39-5011,Mississippi,0
39-5012,Mississippi,1420
39-5091,Mississippi,0
39-5092,Mississippi,0
39-5093,Mississippi,0
39-5094,Mississippi,210
39-6011,Mississippi,220
39-6012,Mississippi,0
39-7011,Mississippi,140
39-7012,Mississippi,40
39-9011,Mississippi,6410
39-9021,Mississippi,10630
39-9031,Mississippi,960
39-9032,Mississippi,1660
39-9041,Mississippi,770
41-1011,Mississippi,11860
41-1012,Mississippi,1480
41-2011,Mississippi,38690
41-2012,Mississippi,720
41-2021,Mississippi,2580
41-2022,Mississippi,2530
41-2031,Mississippi,39600
41-3011,Mississippi,860
41-3021,Mississippi,2700
41-3031,Mississippi,610
41-3041,Mississippi,70
41-4011,Mississippi,820
41-4012,Mississippi,7180
41-9011,Mississippi,100
41-9012,Mississippi,0
41-9021,Mississippi,240
41-9022,Mississippi,850
41-9031,Mississippi,120
41-9041,Mississippi,0
41-9091,Mississippi,0
43-1011,Mississippi,10670
43-2011,Mississippi,1100
43-2021,Mississippi,40
43-3011,Mississippi,2290
43-3021,Mississippi,3670
43-3031,Mississippi,11940
43-3041,Mississippi,570
43-3051,Mississippi,1320
43-3061,Mississippi,860
43-3071,Mississippi,4770
43-4011,Mississippi,200
43-4021,Mississippi,0
43-4031,Mississippi,1910
43-4041,Mississippi,840
43-4051,Mississippi,16370
43-4061,Mississippi,1280
43-4071,Mississippi,930
43-4081,Mississippi,3160
43-4111,Mississippi,1620
43-4121,Mississippi,690
43-4131,Mississippi,1700
43-4141,Mississippi,470
43-4151,Mississippi,770
43-4161,Mississippi,920
43-4171,Mississippi,6070
43-4181,Mississippi,90
43-5011,Mississippi,350
43-5021,Mississippi,620
43-5031,Mississippi,1400
43-5032,Mississippi,1280
43-5041,Mississippi,0
43-5051,Mississippi,840
43-5052,Mississippi,3080
43-5053,Mississippi,350
43-5061,Mississippi,2370
43-5071,Mississippi,5620
43-5081,Mississippi,17330
43-5111,Mississippi,860
43-6011,Mississippi,3310
43-6012,Mississippi,960
43-6013,Mississippi,2530
43-6014,Mississippi,23100
43-9011,Mississippi,470
43-9021,Mississippi,880
43-9022,Mississippi,300
43-9031,Mississippi,50
43-9041,Mississippi,890
43-9051,Mississippi,390
43-9061,Mississippi,17210
43-9071,Mississippi,280
43-9081,Mississippi,0
43-9111,Mississippi,50
45-1011,Mississippi,370
45-2011,Mississippi,250
45-2021,Mississippi,0
45-2041,Mississippi,480
45-2090,Mississippi,0
45-3011,Mississippi,0
45-3021,Mississippi,0
45-4011,Mississippi,0
45-4021,Mississippi,510
45-4022,Mississippi,1820
45-4023,Mississippi,90
47-1011,Mississippi,4190
47-2011,Mississippi,330
47-2021,Mississippi,200
47-2022,Mississippi,0
47-2031,Mississippi,3490
47-2041,Mississippi,0
47-2042,Mississippi,30
47-2043,Mississippi,0
47-2044,Mississippi,160
47-2051,Mississippi,640
47-2053,Mississippi,0
47-2061,Mississippi,6380
47-2071,Mississippi,910
47-2072,Mississippi,40
47-2073,Mississippi,2360
47-2081,Mississippi,130
47-2082,Mississippi,0
47-2111,Mississippi,5860
47-2121,Mississippi,340
47-2131,Mississippi,0
47-2132,Mississippi,380
47-2141,Mississippi,1330
47-2142,Mississippi,0
47-2151,Mississippi,460
47-2152,Mississippi,3980
47-2161,Mississippi,0
47-2171,Mississippi,170
47-2181,Mississippi,500
47-2211,Mississippi,1810
47-2221,Mississippi,600
47-3011,Mississippi,140
47-3012,Mississippi,270
47-3013,Mississippi,930
47-3014,Mississippi,110
47-3015,Mississippi,690
47-3016,Mississippi,60
47-4011,Mississippi,390
47-4021,Mississippi,0
47-4031,Mississippi,0
47-4041,Mississippi,80
47-4051,Mississippi,2360
47-4061,Mississippi,150
47-4071,Mississippi,110
47-4091,Mississippi,0
47-4799,Mississippi,0
47-5011,Mississippi,0
47-5012,Mississippi,320
47-5013,Mississippi,340
47-5021,Mississippi,160
47-5031,Mississippi,0
47-5041,Mississippi,0
47-5042,Mississippi,0
47-5051,Mississippi,0
47-5061,Mississippi,0
47-5071,Mississippi,320
47-5081,Mississippi,260
49-1011,Mississippi,4530
49-2011,Mississippi,590
49-2021,Mississippi,70
49-2022,Mississippi,2040
49-2091,Mississippi,110
49-2092,Mississippi,190
49-2093,Mississippi,120
49-2094,Mississippi,470
49-2095,Mississippi,310
49-2096,Mississippi,220
49-2097,Mississippi,0
49-2098,Mississippi,280
49-3011,Mississippi,1020
49-3021,Mississippi,1160
49-3022,Mississippi,180
49-3023,Mississippi,5700
49-3031,Mississippi,2370
49-3041,Mississippi,610
49-3042,Mississippi,1310
49-3043,Mississippi,190
49-3051,Mississippi,150
49-3052,Mississippi,80
49-3053,Mississippi,230
49-3091,Mississippi,0
49-3092,Mississippi,120
49-3093,Mississippi,1300
49-9011,Mississippi,0
49-9012,Mississippi,390
49-9021,Mississippi,1870
49-9031,Mississippi,190
49-9041,Mississippi,4320
49-9043,Mississippi,1270
49-9044,Mississippi,1050
49-9045,Mississippi,0
49-9051,Mississippi,2090
49-9052,Mississippi,720
49-9061,Mississippi,0
49-9062,Mississippi,220
49-9063,Mississippi,0
49-9064,Mississippi,0
49-9071,Mississippi,12300
49-9091,Mississippi,510
49-9092,Mississippi,0
49-9093,Mississippi,0
49-9094,Mississippi,160
49-9095,Mississippi,160
49-9096,Mississippi,130
49-9097,Mississippi,0
49-9098,Mississippi,1820
49-9799,Mississippi,0
51-1011,Mississippi,7320
51-2011,Mississippi,0
51-2021,Mississippi,300
51-2022,Mississippi,1890
51-2023,Mississippi,0
51-2031,Mississippi,380
51-2041,Mississippi,1350
51-2091,Mississippi,0
51-2092,Mississippi,19710
51-2093,Mississippi,0
51-3011,Mississippi,840
51-3021,Mississippi,1240
51-3022,Mississippi,7610
51-3023,Mississippi,2520
51-3091,Mississippi,0
51-3092,Mississippi,0
51-3093,Mississippi,0
51-4011,Mississippi,700
51-4012,Mississippi,110
51-4021,Mississippi,330
51-4022,Mississippi,90
51-4023,Mississippi,380
51-4031,Mississippi,1680
51-4032,Mississippi,70
51-4033,Mississippi,840
51-4034,Mississippi,80
51-4035,Mississippi,90
51-4041,Mississippi,1940
51-4051,Mississippi,80
51-4052,Mississippi,0
51-4061,Mississippi,40
51-4062,Mississippi,0
51-4071,Mississippi,230
51-4072,Mississippi,620
51-4081,Mississippi,430
51-4111,Mississippi,350
51-4121,Mississippi,6280
51-4122,Mississippi,1040
51-4191,Mississippi,170
51-4192,Mississippi,0
51-4193,Mississippi,0
51-4194,Mississippi,80
51-5111,Mississippi,130
51-5112,Mississippi,770
51-5113,Mississippi,130
51-6011,Mississippi,1630
51-6021,Mississippi,480
51-6031,Mississippi,3800
51-6041,Mississippi,0
51-6042,Mississippi,0
51-6051,Mississippi,0
51-6052,Mississippi,0
51-6061,Mississippi,0
51-6062,Mississippi,690
51-6063,Mississippi,150
51-6064,Mississippi,0
51-6091,Mississippi,340
51-6092,Mississippi,0
51-6093,Mississippi,3520
51-7011,Mississippi,670
51-7021,Mississippi,140
51-7031,Mississippi,0
51-7032,Mississippi,0
51-7041,Mississippi,1510
51-7042,Mississippi,1780
51-8011,Mississippi,0
51-8012,Mississippi,190
51-8013,Mississippi,510
51-8021,Mississippi,290
