States,States,Jobs
31-9093,Florida,3860
31-9094,Florida,5300
31-9095,Florida,2290
31-9096,Florida,4870
31-9799,Florida,0
33-1011,Florida,1910
33-1012,Florida,3930
33-1021,Florida,2970
33-2011,Florida,24250
33-2021,Florida,810
33-2022,Florida,0
33-3011,Florida,1240
33-3012,Florida,32930
33-3021,Florida,6130
33-3031,Florida,0
33-3041,Florida,490
33-3051,Florida,39020
33-3052,Florida,0
33-9011,Florida,540
33-9021,Florida,3550
33-9031,Florida,400
33-9032,Florida,85510
33-9091,Florida,4190
33-9092,Florida,7630
35-1011,Florida,8240
35-1012,Florida,62790
35-2011,Florida,11160
35-2012,Florida,12950
35-2013,Florida,0
35-2014,Florida,101520
35-2015,Florida,6550
35-2021,Florida,58490
35-3011,Florida,42510
35-3021,Florida,228350
35-3022,Florida,37770
35-3031,Florida,217790
35-3041,Florida,13840
35-9011,Florida,34940
35-9021,Florida,36330
35-9031,Florida,28930
37-1011,Florida,10090
37-1012,Florida,9430
37-2011,Florida,121760
37-2012,Florida,82510
37-2021,Florida,10530
37-3011,Florida,82520
37-3012,Florida,2610
37-3013,Florida,1790
39-1011,Florida,490
39-1012,Florida,320
39-1021,Florida,12190
39-2011,Florida,1250
39-2021,Florida,11830
39-3011,Florida,3540
39-3012,Florida,0
39-3021,Florida,910
39-3031,Florida,7810
39-3091,Florida,32270
39-3092,Florida,0
39-3093,Florida,1310
39-4011,Florida,150
39-4021,Florida,2570
39-4831,Florida,0
39-5011,Florida,0
39-5012,Florida,24620
39-5091,Florida,120
39-5092,Florida,3130
39-5093,Florida,1020
39-5094,Florida,2860
39-6011,Florida,10800
39-6012,Florida,4760
39-7011,Florida,1790
39-7012,Florida,70
39-9011,Florida,35760
39-9021,Florida,25020
39-9031,Florida,13870
39-9032,Florida,21070
39-9041,Florida,6150
41-1011,Florida,88970
41-1012,Florida,22610
41-2011,Florida,240010
41-2012,Florida,1210
41-2021,Florida,29780
41-2022,Florida,15130
41-2031,Florida,339070
41-3011,Florida,11160
41-3021,Florida,30060
41-3031,Florida,24860
41-3041,Florida,6700
41-4011,Florida,22110
41-4012,Florida,95130
41-9011,Florida,4900
41-9012,Florida,90
41-9021,Florida,2940
41-9022,Florida,17510
41-9031,Florida,1980
41-9041,Florida,27870
41-9091,Florida,280
43-1011,Florida,96140
43-2011,Florida,5940
43-2021,Florida,430
43-3011,Florida,20410
43-3021,Florida,32340
43-3031,Florida,94170
43-3041,Florida,590
43-3051,Florida,6700
43-3061,Florida,3140
43-3071,Florida,31070
43-4011,Florida,3710
43-4021,Florida,350
43-4031,Florida,6030
43-4041,Florida,2710
43-4051,Florida,233430
43-4061,Florida,3920
43-4071,Florida,15590
43-4081,Florida,18910
43-4111,Florida,11790
43-4121,Florida,4320
43-4131,Florida,16340
43-4141,Florida,660
43-4151,Florida,7890
43-4161,Florida,7750
43-4171,Florida,80770
43-4181,Florida,17240
43-5011,Florida,6140
43-5021,Florida,4050
43-5031,Florida,6120
43-5032,Florida,10720
43-5041,Florida,1420
43-5051,Florida,3760
43-5052,Florida,19660
43-5053,Florida,6140
43-5061,Florida,10400
43-5071,Florida,32620
43-5081,Florida,135660
43-5111,Florida,4080
43-6011,Florida,36010
43-6012,Florida,10410
43-6013,Florida,20540
43-6014,Florida,174800
43-9011,Florida,2070
43-9021,Florida,16250
43-9022,Florida,2730
43-9031,Florida,410
43-9041,Florida,18070
43-9051,Florida,5330
43-9061,Florida,163290
43-9071,Florida,3150
43-9081,Florida,280
43-9111,Florida,330
45-1011,Florida,1410
45-2011,Florida,530
45-2021,Florida,0
45-2041,Florida,2650
45-2090,Florida,0
45-3011,Florida,0
45-3021,Florida,0
45-4011,Florida,0
45-4021,Florida,0
45-4022,Florida,970
45-4023,Florida,150
47-1011,Florida,41370
47-2011,Florida,700
47-2021,Florida,4640
47-2022,Florida,550
47-2031,Florida,41610
47-2041,Florida,970
47-2042,Florida,830
47-2043,Florida,0
47-2044,Florida,4980
47-2051,Florida,11360
47-2053,Florida,330
47-2061,Florida,57090
47-2071,Florida,2860
47-2072,Florida,250
47-2073,Florida,15450
47-2081,Florida,5160
47-2082,Florida,0
47-2111,Florida,35080
47-2121,Florida,3910
47-2131,Florida,2170
47-2132,Florida,1310
47-2141,Florida,17700
47-2142,Florida,180
47-2151,Florida,4150
47-2152,Florida,23060
47-2161,Florida,2460
47-2171,Florida,980
47-2181,Florida,15930
47-2211,Florida,7460
47-2221,Florida,4390
47-3011,Florida,1050
47-3012,Florida,2330
47-3013,Florida,6680
47-3014,Florida,470
47-3015,Florida,4380
47-3016,Florida,1210
47-4011,Florida,6650
47-4021,Florida,2200
47-4031,Florida,1450
47-4041,Florida,1320
47-4051,Florida,2970
47-4061,Florida,420
47-4071,Florida,1470
47-4091,Florida,590
47-4799,Florida,0
47-5011,Florida,0
47-5012,Florida,100
47-5013,Florida,30
47-5021,Florida,1660
47-5031,Florida,60
47-5041,Florida,90
47-5042,Florida,0
47-5051,Florida,0
47-5061,Florida,0
47-5071,Florida,0
47-5081,Florida,110
49-1011,Florida,28990
49-2011,Florida,5870
49-2021,Florida,550
49-2022,Florida,16780
49-2091,Florida,2130
49-2092,Florida,750
49-2093,Florida,1010
49-2094,Florida,4280
49-2095,Florida,1350
49-2096,Florida,380
49-2097,Florida,2630
49-2098,Florida,5890
49-3011,Florida,12910
49-3021,Florida,9430
49-3022,Florida,1080
49-3023,Florida,45810
49-3031,Florida,10950
49-3041,Florida,810
49-3042,Florida,4770
49-3043,Florida,770
49-3051,Florida,3170
49-3052,Florida,1300
49-3053,Florida,2630
49-3091,Florida,470
49-3092,Florida,920
49-3093,Florida,7560
49-9011,Florida,1400
49-9012,Florida,1060
49-9021,Florida,28700
49-9031,Florida,2680
49-9041,Florida,12160
49-9043,Florida,1460
49-9044,Florida,620
49-9045,Florida,0
49-9051,Florida,6080
49-9052,Florida,7080
49-9061,Florida,0
49-9062,Florida,3930
49-9063,Florida,340
49-9064,Florida,140
49-9071,Florida,83440
49-9091,Florida,1850
49-9092,Florida,400
49-9093,Florida,0
49-9094,Florida,1890
49-9095,Florida,0
49-9096,Florida,850
49-9097,Florida,0
49-9098,Florida,5820
49-9799,Florida,0
51-1011,Florida,24040
51-2011,Florida,1740
51-2021,Florida,390
51-2022,Florida,9930
51-2023,Florida,1370
51-2031,Florida,160
51-2041,Florida,4070
51-2091,Florida,2220
51-2092,Florida,39160
51-2093,Florida,0
51-3011,Florida,12340
51-3021,Florida,9650
51-3022,Florida,4200
51-3023,Florida,360
51-3091,Florida,460
51-3092,Florida,4470
51-3093,Florida,500
51-4011,Florida,1800
51-4012,Florida,430
51-4021,Florida,1610
51-4022,Florida,120
51-4023,Florida,130
51-4031,Florida,3830
51-4032,Florida,210
51-4033,Florida,1840
51-4034,Florida,430
51-4035,Florida,220
51-4041,Florida,9680
51-4051,Florida,300
51-4052,Florida,80
51-4061,Florida,130
51-4062,Florida,330
51-4071,Florida,110
51-4072,Florida,3240
51-4081,Florida,610
51-4111,Florida,920
51-4121,Florida,12840
51-4122,Florida,600
51-4191,Florida,170
51-4192,Florida,110
51-4193,Florida,810
51-4194,Florida,0
51-5111,Florida,1190
51-5112,Florida,8630
51-5113,Florida,1770
51-6011,Florida,18970
51-6021,Florida,3360
51-6031,Florida,7430
51-6041,Florida,330
51-6042,Florida,50
51-6051,Florida,0
51-6052,Florida,740
51-6061,Florida,110
51-6062,Florida,300
51-6063,Florida,220
51-6064,Florida,110
51-6091,Florida,380
51-6092,Florida,130
51-6093,Florida,1450
51-7011,Florida,4340
51-7021,Florida,900
51-7031,Florida,0
51-7032,Florida,0
51-7041,Florida,1110
51-7042,Florida,2560
51-8011,Florida,0
51-8012,Florida,340
51-8013,Florida,1680
51-8021,Florida,450
51-8031,Florida,5800
51-8091,Florida,640
51-8092,Florida,110
51-8093,Florida,230
51-8099,Florida,610
51-9011,Florida,1620
51-9012,Florida,1380
51-9021,Florida,1000
51-9022,Florida,570
51-9023,Florida,5100
51-9031,Florida,190
51-9032,Florida,1630
51-9041,Florida,1860
51-9051,Florida,660
51-9061,Florida,13940
51-9071,Florida,1070
51-9081,Florida,3020
51-9082,Florida,850
51-9083,Florida,3030
51-9111,Florida,15330
51-9121,Florida,2620
51-9122,Florida,3030
51-9123,Florida,530
51-9141,Florida,240
51-9151,Florida,1960
51-9191,Florida,170
51-9192,Florida,580
51-9193,Florida,230
51-9194,Florida,270
51-9195,Florida,2370
51-9196,Florida,2680
51-9197,Florida,170
51-9198,Florida,8320
51-9399,Florida,0
53-1011,Florida,390
53-1021,Florida,8160
53-1031,Florida,10960
53-2011,Florida,4640
53-2012,Florida,4490
53-2021,Florida,1780
53-2022,Florida,570
53-2031,Florida,9020
53-3011,Florida,160
53-3021,Florida,10330
53-3022,Florida,20320
53-3031,Florida,25980
53-3032,Florida,77660
53-3033,Florida,50660
53-3041,Florida,10820
53-4011,Florida,890
53-4012,Florida,0
53-4013,Florida,0
53-4021,Florida,0
53-4031,Florida,850
53-4041,Florida,0
53-5011,Florida,2820
53-5021,Florida,4020
53-5022,Florida,1040
53-5031,Florida,0
53-6011,Florida,150
53-6021,Florida,17190
53-6031,Florida,4210
53-6041,Florida,210
53-6051,Florida,1190
53-6061,Florida,870
53-7011,Florida,530
53-7021,Florida,2210
53-7031,Florida,100
53-7032,Florida,2820
53-7033,Florida,0
53-7041,Florida,100
53-7051,Florida,20300
53-7061,Florida,25650
53-7062,Florida,126850
53-7063,Florida,1880
53-7064,Florida,37120
53-7071,Florida,0
53-7072,Florida,330
53-7073,Florida,0
53-7081,Florida,5020
53-7111,Florida,0
53-7121,Florida,270
11-1011,Georgia,6750
11-1021,Georgia,90520
Nov-11,Georgia,820
Nov-21,Georgia,7140
Nov-22,Georgia,15460
Nov-31,Georgia,1470
Nov-11,Georgia,9040
Nov-21,Georgia,12520
Nov-31,Georgia,16270
Nov-51,Georgia,4940
Nov-61,Georgia,1830
Nov-71,Georgia,4200
Nov-11,Georgia,480
Nov-21,Georgia,4790
Nov-31,Georgia,1170
Nov-13,Georgia,0
Nov-21,Georgia,5670
Nov-31,Georgia,1740
Nov-32,Georgia,7750
Nov-33,Georgia,3190
Nov-41,Georgia,4420
Nov-51,Georgia,8310
Nov-71,Georgia,0
Nov-81,Georgia,670
Nov-11,Georgia,7470
Nov-21,Georgia,1030
Nov-31,Georgia,370
Nov-41,Georgia,4730
Nov-51,Georgia,2310
Nov-61,Georgia,380
Nov-99,Georgia,10900
13-1011,Georgia,190
13-1021,Georgia,490
13-1022,Georgia,2630
13-1023,Georgia,8060
13-1031,Georgia,8610
13-1032,Georgia,470
13-1041,Georgia,7980
13-1051,Georgia,5260
13-1074,Georgia,0
13-1078,Georgia,0
13-1081,Georgia,5240
13-1111,Georgia,22730
13-1121,Georgia,2420
13-1141,Georgia,2760
13-1151,Georgia,9690
13-1161,Georgia,19000
13-1199,Georgia,34010
13-2011,Georgia,36360
13-2021,Georgia,2820
13-2031,Georgia,1400
13-2041,Georgia,1830
13-2051,Georgia,6900
13-2052,Georgia,5390
13-2053,Georgia,6050
13-2061,Georgia,770
13-2071,Georgia,380
13-2072,Georgia,7650
13-2081,Georgia,2160
13-2082,Georgia,3320
13-2099,Georgia,4090
15-1111,Georgia,730
15-1121,Georgia,17000
15-1131,Georgia,8820
15-1132,Georgia,25630
15-1133,Georgia,13660
15-1141,Georgia,4940
15-1142,Georgia,11310
15-1150,Georgia,0
15-1179,Georgia,0
15-1799,Georgia,0
15-2011,Georgia,260
15-2021,Georgia,0
15-2031,Georgia,2510
15-2041,Georgia,730
15-2091,Georgia,0
17-1011,Georgia,2380
17-1012,Georgia,880
17-1021,Georgia,140
17-1022,Georgia,940
17-2011,Georgia,2620
17-2021,Georgia,100
17-2031,Georgia,340
17-2041,Georgia,570
17-2051,Georgia,9400
17-2061,Georgia,1370
17-2071,Georgia,4230
17-2072,Georgia,5830
17-2081,Georgia,1790
17-2111,Georgia,1260
17-2112,Georgia,6310
17-2121,Georgia,0
17-2131,Georgia,460
17-2141,Georgia,4810
17-2151,Georgia,90
17-2161,Georgia,230
17-2171,Georgia,60
17-2199,Georgia,2760
17-3011,Georgia,2800
17-3012,Georgia,380
17-3013,Georgia,1170
17-3021,Georgia,240
17-3022,Georgia,1760
17-3023,Georgia,3840
17-3024,Georgia,260
17-3025,Georgia,640
17-3026,Georgia,1010
17-3027,Georgia,750
17-3029,Georgia,1430
17-3031,Georgia,1720
19-1011,Georgia,30
19-1012,Georgia,740
19-1013,Georgia,220
19-1021,Georgia,0
19-1022,Georgia,780
19-1023,Georgia,290
19-1029,Georgia,850
19-1031,Georgia,410
19-1032,Georgia,200
19-1041,Georgia,280
19-1042,Georgia,1390
19-2011,Georgia,0
19-2012,Georgia,100
19-2021,Georgia,80
19-2031,Georgia,1310
19-2032,Georgia,0
19-2041,Georgia,1160
19-2042,Georgia,280
19-2043,Georgia,40
19-2099,Georgia,380
19-3011,Georgia,380
19-3022,Georgia,180
19-3031,Georgia,2070
19-3032,Georgia,0
19-3039,Georgia,340
19-3041,Georgia,0
19-3051,Georgia,470
19-3091,Georgia,80
19-3092,Georgia,50
19-3093,Georgia,80
19-3094,Georgia,40
19-3099,Georgia,1130
19-4011,Georgia,610
19-4021,Georgia,1200
19-4031,Georgia,1270
19-4041,Georgia,140
19-4051,Georgia,0
19-4061,Georgia,750
19-4091,Georgia,690
19-4092,Georgia,450
19-4093,Georgia,270
19-4099,Georgia,1470
21-1011,Georgia,970
21-1012,Georgia,9550
21-1013,Georgia,240
21-1014,Georgia,2550
21-1015,Georgia,1050
21-1021,Georgia,6670
21-1022,Georgia,4320
21-1023,Georgia,1330
21-1091,Georgia,3190
21-1092,Georgia,2510
21-1093,Georgia,6240
21-2011,Georgia,620
21-2021,Georgia,490
23-1011,Georgia,16870
23-1012,Georgia,550
23-1021,Georgia,530
23-1022,Georgia,150
23-1023,Georgia,1400
23-2011,Georgia,8170
23-2091,Georgia,690
23-2093,Georgia,330
25-1000,Georgia,0
25-2011,Georgia,13280
25-2012,Georgia,6360
25-2021,Georgia,51990
25-2022,Georgia,27240
25-2023,Georgia,580
25-2031,Georgia,25600
25-2032,Georgia,1830
25-2053,Georgia,4290
25-2054,Georgia,2800
25-3011,Georgia,1420
25-3021,Georgia,5900
25-3999,Georgia,0
25-4011,Georgia,60
25-4012,Georgia,200
25-4013,Georgia,160
25-4021,Georgia,3200
25-4031,Georgia,1630
25-9011,Georgia,530
25-9021,Georgia,80
25-9031,Georgia,5310
25-9041,Georgia,36000
27-1011,Georgia,530
27-1012,Georgia,200
27-1013,Georgia,310
27-1014,Georgia,1430
27-1021,Georgia,640
27-1022,Georgia,260
27-1023,Georgia,1110
27-1024,Georgia,6390
27-1025,Georgia,1700
27-1026,Georgia,4650
27-1027,Georgia,840
27-2011,Georgia,2030
27-2012,Georgia,4360
27-2021,Georgia,0
27-2022,Georgia,5050
27-2023,Georgia,150
27-2031,Georgia,0
27-2032,Georgia,90
27-2041,Georgia,550
27-2042,Georgia,730
27-3011,Georgia,630
27-3012,Georgia,130
27-3021,Georgia,0
27-3022,Georgia,980
27-3031,Georgia,4830
27-3041,Georgia,2180
27-3042,Georgia,990
27-3043,Georgia,770
27-3091,Georgia,1140
27-4011,Georgia,2040
27-4012,Georgia,810
27-4013,Georgia,0
27-4014,Georgia,550
27-4021,Georgia,1310
27-4031,Georgia,540
27-4032,Georgia,1010
29-1011,Georgia,1060
29-1021,Georgia,2530
29-1022,Georgia,0
29-1023,Georgia,0
29-1024,Georgia,0
29-1031,Georgia,1760
29-1041,Georgia,950
29-1051,Georgia,9630
29-1060,Georgia,0
29-1071,Georgia,3770
29-1081,Georgia,280
29-1111,Georgia,0
29-1122,Georgia,2820
29-1123,Georgia,5240
29-1124,Georgia,610
29-1125,Georgia,480
29-1126,Georgia,3710
29-1127,Georgia,3500
29-1131,Georgia,1900
29-1181,Georgia,540
29-1199,Georgia,2080
29-2011,Georgia,4710
29-2012,Georgia,5180
29-2021,Georgia,5980
29-2031,Georgia,1740
29-2032,Georgia,1640
29-2033,Georgia,490
29-2037,Georgia,0
29-2041,Georgia,9030
29-2051,Georgia,840
29-2052,Georgia,11980
29-2053,Georgia,680
29-2054,Georgia,390
29-2055,Georgia,3530
29-2056,Georgia,2940
29-2061,Georgia,26510
29-2071,Georgia,5860
29-2081,Georgia,1460
29-2091,Georgia,230
29-2799,Georgia,0
29-9011,Georgia,1110
29-9012,Georgia,290
29-9091,Georgia,510
29-9799,Georgia,0
31-1011,Georgia,10920
31-1013,Georgia,920
31-2011,Georgia,780
31-2012,Georgia,240
31-2021,Georgia,1930
31-2022,Georgia,840
31-9011,Georgia,2260
31-9091,Georgia,9760
31-9092,Georgia,20980
31-9093,Georgia,1220
31-9094,Georgia,1530
31-9095,Georgia,950
31-9096,Georgia,2060
31-9799,Georgia,0
33-1011,Georgia,0
33-1012,Georgia,3580
33-1021,Georgia,1750
33-2011,Georgia,12380
33-2021,Georgia,550
33-2022,Georgia,60
33-3011,Georgia,620
33-3012,Georgia,16190
33-3021,Georgia,3200
33-3031,Georgia,450
33-3041,Georgia,250
33-3051,Georgia,24360
33-3052,Georgia,420
33-9011,Georgia,440
33-9021,Georgia,970
33-9031,Georgia,0
33-9032,Georgia,28840
33-9091,Georgia,860
33-9092,Georgia,3400
35-1011,Georgia,4130
35-1012,Georgia,27860
35-2011,Georgia,23160
35-2012,Georgia,14690
35-2013,Georgia,0
35-2014,Georgia,32510
35-2015,Georgia,6330
35-2021,Georgia,30700
35-3011,Georgia,10410
35-3021,Georgia,112540
35-3022,Georgia,11930
35-3031,Georgia,79130
35-3041,Georgia,4810
35-9011,Georgia,8110
35-9021,Georgia,14900
35-9031,Georgia,12410
37-1011,Georgia,4450
37-1012,Georgia,3190
37-2011,Georgia,53000
37-2012,Georgia,24040
37-2021,Georgia,4230
37-3011,Georgia,22520
37-3012,Georgia,850
37-3013,Georgia,1150
39-1011,Georgia,0
39-1012,Georgia,0
39-1021,Georgia,3210
39-2011,Georgia,280
39-2021,Georgia,5110
39-3011,Georgia,0
39-3012,Georgia,0
39-3021,Georgia,50
39-3031,Georgia,3400
39-3091,Georgia,6650
39-3092,Georgia,310
39-3093,Georgia,250
39-4011,Georgia,230
39-4021,Georgia,1450
39-4831,Georgia,0
39-5011,Georgia,0
39-5012,Georgia,8200
39-5091,Georgia,160
39-5092,Georgia,550
39-5093,Georgia,580
39-5094,Georgia,1340
39-6011,Georgia,880
39-6012,Georgia,580
39-7011,Georgia,850
39-7012,Georgia,0
39-9011,Georgia,19070
39-9021,Georgia,19740
39-9031,Georgia,4470
39-9032,Georgia,7910
39-9041,Georgia,2120
41-1011,Georgia,36740
41-1012,Georgia,5560
41-2011,Georgia,110850
41-2012,Georgia,0
41-2021,Georgia,9820
41-2022,Georgia,7570
41-2031,Georgia,141860
41-3011,Georgia,4810
41-3021,Georgia,12280
41-3031,Georgia,7240
41-3041,Georgia,1890
41-4011,Georgia,9840
