IndustryID,States,gdp_pi
26,Nevada,562
27,Nevada,36
28,Nevada,3
29,Nevada,70
30,Nevada,213
31,Nevada,70
32,Nevada,281
33,Nevada,253
34,Nevada,5018
35,Nevada,8738
36,Nevada,5307
37,Nevada,1692
38,Nevada,234
39,Nevada,15
40,Nevada,659
41,Nevada,1202
42,Nevada,27
43,Nevada,896
44,Nevada,581
45,Nevada,2548
46,Nevada,495
47,Nevada,398
48,Nevada,1431
49,Nevada,225
50,Nevada,22479
51,Nevada,6373
52,Nevada,4150
53,Nevada,337
54,Nevada,1638
55,Nevada,247
56,Nevada,16106
57,Nevada,14029
58,Nevada,2077
59,Nevada,13101
60,Nevada,6120
61,Nevada,1439
62,Nevada,698
63,Nevada,3983
64,Nevada,3108
65,Nevada,3873
66,Nevada,3556
67,Nevada,317
68,Nevada,7463
69,Nevada,512
70,Nevada,6951
71,Nevada,3976
72,Nevada,2465
73,Nevada,510
74,Nevada,21125
75,Nevada,3342
76,Nevada,1665
77,Nevada,1678
78,Nevada,17783
79,Nevada,13571
80,Nevada,4212
81,Nevada,2476
82,Nevada,15155
83,Nevada,2108
84,Nevada,1417
85,Nevada,11630
86,Nevada,9223
87,Nevada,13756
88,Nevada,7109
89,Nevada,20324
90,Nevada,90057
1,New England,867597
2,New England,766865
3,New England,2544
4,New England,1313
5,New England,1230
6,New England,772
7,New England,4
8,New England,743
9,New England,25
10,New England,11731
11,New England,28591
12,New England,91485
13,New England,62277
14,New England,741
15,New England,1272
16,New England,1593
17,New England,10832
18,New England,5106
19,New England,20795
20,New England,3600
21,New England,656
22,New England,10258
23,New England,723
24,New England,6699
25,New England,29208
26,New England,5798
27,New England,963
28,New England,602
29,New England,2260
30,New England,2120
31,New England,703
32,New England,13595
33,New England,3168
34,New England,46617
35,New England,45226
36,New England,14908
37,New England,1719
38,New England,449
39,New England,537
40,New England,3324
41,New England,2530
42,New England,200
43,New England,3603
44,New England,2546
45,New England,39824
46,New England,16570
47,New England,2449
48,New England,16938
49,New England,3866
50,New England,217704
51,New England,87272
52,New England,21970
53,New England,24258
54,New England,38073
55,New England,2970
56,New England,130433
57,New England,123242
58,New England,7191
59,New England,118383
60,New England,74211
61,New England,12116
62,New England,16781
63,New England,45314
64,New England,20369
65,New England,23802
66,New England,21400
67,New England,2402
68,New England,101105
69,New England,21140
70,New England,79965
71,New England,32266
72,New England,40314
73,New England,7385
74,New England,30385
75,New England,7417
76,New England,3616
77,New England,3800
78,New England,22968
79,New England,6384
80,New England,16584
81,New England,17590
82,New England,100732
83,New England,15769
84,New England,13449
85,New England,71514
86,New England,3316
87,New England,91843
88,New England,26639
89,New England,123392
90,New England,643473
1,New Hampshire,66427
2,New Hampshire,58300
3,New Hampshire,216
4,New Hampshire,107
5,New Hampshire,109
6,New Hampshire,167
7,New Hampshire,0
8,New Hampshire,159
9,New Hampshire,8
10,New Hampshire,1016
11,New Hampshire,2301
12,New Hampshire,7423
13,New Hampshire,5708
14,New Hampshire,96
15,New Hampshire,210
16,New Hampshire,284
17,New Hampshire,1202
18,New Hampshire,651
19,New Hampshire,2238
20,New Hampshire,431
21,New Hampshire,46
22,New Hampshire,108
23,New Hampshire,42
24,New Hampshire,399
25,New Hampshire,1715
26,New Hampshire,493
27,New Hampshire,172
28,New Hampshire,38
29,New Hampshire,94
30,New Hampshire,155
31,New Hampshire,86
32,New Hampshire,236
33,New Hampshire,441
34,New Hampshire,4247
35,New Hampshire,4908
36,New Hampshire,1108
37,New Hampshire,112
38,New Hampshire,9
39,New Hampshire,2
40,New Hampshire,280
41,New Hampshire,139
42,New Hampshire,1
43,New Hampshire,289
44,New Hampshire,275
45,New Hampshire,2489
46,New Hampshire,1129
47,New Hampshire,100
48,New Hampshire,1036
49,New Hampshire,224
50,New Hampshire,15475
51,New Hampshire,5149
52,New Hampshire,942
53,New Hampshire,1062
54,New Hampshire,2962
55,New Hampshire,183
56,New Hampshire,10325
57,New Hampshire,9659
58,New Hampshire,666
59,New Hampshire,7507
60,New Hampshire,4245
61,New Hampshire,655
62,New Hampshire,1049
63,New Hampshire,2541
64,New Hampshire,1115
65,New Hampshire,2148
66,New Hampshire,1975
67,New Hampshire,173
68,New Hampshire,7340
69,New Hampshire,1360
70,New Hampshire,5980
71,New Hampshire,2884
72,New Hampshire,2682
73,New Hampshire,414
74,New Hampshire,2507
75,New Hampshire,506
76,New Hampshire,147
77,New Hampshire,359
78,New Hampshire,2001
79,New Hampshire,656
80,New Hampshire,1345
81,New Hampshire,1596
82,New Hampshire,8127
83,New Hampshire,1181
84,New Hampshire,1094
85,New Hampshire,5852
86,New Hampshire,383
87,New Hampshire,9154
88,New Hampshire,2124
89,New Hampshire,10108
90,New Hampshire,48192
1,New Jersey,522248
2,New Jersey,464158
3,New Jersey,805
4,New Jersey,614
5,New Jersey,191
6,New Jersey,288
7,New Jersey,26
8,New Jersey,240
9,New Jersey,22
10,New Jersey,8626
11,New Jersey,17458
12,New Jersey,44575
13,New Jersey,13153
14,New Jersey,120
15,New Jersey,1083
16,New Jersey,614
17,New Jersey,1905
18,New Jersey,1486
19,New Jersey,3564
20,New Jersey,851
21,New Jersey,237
22,New Jersey,265
23,New Jersey,317
24,New Jersey,2711
25,New Jersey,31422
26,New Jersey,4007
27,New Jersey,309
28,New Jersey,293
29,New Jersey,1282
30,New Jersey,1445
31,New Jersey,3121
32,New Jersey,19468
33,New Jersey,1497
34,New Jersey,42854
35,New Jersey,29811
36,New Jersey,15810
37,New Jersey,3052
38,New Jersey,210
39,New Jersey,435
40,New Jersey,3590
41,New Jersey,1744
42,New Jersey,84
43,New Jersey,4575
44,New Jersey,2120
45,New Jersey,22505
46,New Jersey,5881
47,New Jersey,1211
48,New Jersey,13348
49,New Jersey,2065
50,New Jersey,130696
51,New Jersey,38980
52,New Jersey,7567
53,New Jersey,9517
54,New Jersey,19959
55,New Jersey,1937
56,New Jersey,91716
57,New Jersey,84519
58,New Jersey,7197
59,New Jersey,79022
60,New Jersey,45369
61,New Jersey,6621
62,New Jersey,9954
63,New Jersey,28794
64,New Jersey,15904
65,New Jersey,17748
66,New Jersey,16071
67,New Jersey,1678
68,New Jersey,44789
69,New Jersey,5427
70,New Jersey,39362
71,New Jersey,19426
72,New Jersey,16929
73,New Jersey,3008
74,New Jersey,16058
75,New Jersey,4465
76,New Jersey,2264
77,New Jersey,2201
78,New Jersey,11594
79,New Jersey,4077
80,New Jersey,7517
81,New Jersey,10859
82,New Jersey,58090
83,New Jersey,6328
84,New Jersey,2541
85,New Jersey,49222
86,New Jersey,1093
87,New Jersey,72666
88,New Jersey,24437
89,New Jersey,63126
90,New Jersey,401031
1,New Mexico,87747
2,New Mexico,66540
3,New Mexico,1409
4,New Mexico,1268
5,New Mexico,141
6,New Mexico,7707
7,New Mexico,4791
8,New Mexico,1257
9,New Mexico,1658
10,New Mexico,1186
11,New Mexico,3466
12,New Mexico,5692
13,New Mexico,3672
14,New Mexico,34
15,New Mexico,161
16,New Mexico,73
17,New Mexico,179
18,New Mexico,111
19,New Mexico,2705
20,New Mexico,43
21,New Mexico,99
22,New Mexico,130
23,New Mexico,32
24,New Mexico,104
25,New Mexico,2020
26,New Mexico,506
27,New Mexico,26
28,New Mexico,8
29,New Mexico,65
30,New Mexico,42
31,New Mexico,1083
32,New Mexico,241
33,New Mexico,49
34,New Mexico,2852
35,New Mexico,5149
36,New Mexico,2411
37,New Mexico,170
38,New Mexico,770
39,New Mexico,5
40,New Mexico,769
41,New Mexico,127
42,New Mexico,49
43,New Mexico,429
44,New Mexico,93
45,New Mexico,2546
46,New Mexico,302
47,New Mexico,805
48,New Mexico,1390
49,New Mexico,50
50,New Mexico,13849
51,New Mexico,2500
52,New Mexico,1072
53,New Mexico,316
54,New Mexico,1044
55,New Mexico,68
56,New Mexico,11349
57,New Mexico,10333
58,New Mexico,1016
59,New Mexico,8840
60,New Mexico,6030
61,New Mexico,616
62,New Mexico,455
63,New Mexico,4959
64,New Mexico,482
65,New Mexico,2329
66,New Mexico,2065
67,New Mexico,263
68,New Mexico,6624
69,New Mexico,481
70,New Mexico,6143
71,New Mexico,3181
72,New Mexico,2195
73,New Mexico,766
74,New Mexico,2908
75,New Mexico,480
76,New Mexico,186
77,New Mexico,294
78,New Mexico,2428
79,New Mexico,652
80,New Mexico,1776
81,New Mexico,1902
82,New Mexico,21207
83,New Mexico,6523
84,New Mexico,3611
85,New Mexico,11073
86,New Mexico,9116
87,New Mexico,8000
88,New Mexico,3597
89,New Mexico,18274
90,New Mexico,48266
1,New York,1299460
2,New York,1147602
3,New York,2749
4,New York,2343
5,New York,406
6,New York,1033
7,New York,90
8,New York,829
9,New York,114
10,New York,18472
11,New York,39005
12,New York,66690
13,New York,31898
14,New York,415
15,New York,1531
16,New York,1617
17,New York,4570
18,New York,5501
19,New York,9214
20,New York,1516
21,New York,1295
22,New York,1741
23,New York,777
24,New York,3721
25,New York,34792
26,New York,9991
27,New York,570
28,New York,1519
29,New York,1657
30,New York,1868
31,New York,651
32,New York,16058
33,New York,2479
34,New York,67559
35,New York,62877
36,New York,24055
37,New York,5198
38,New York,460
39,New York,961
40,New York,3422
41,New York,6603
42,New York,89
43,New York,5630
44,New York,1691
45,New York,98152
46,New York,22403
47,New York,20982
48,New York,47637
49,New York,7130
50,New York,411517
51,New York,230518
52,New York,104304
53,New York,79398
54,New York,40903
55,New York,5913
56,New York,180999
57,New York,173058
58,New York,7941
59,New York,164266
60,New York,105798
61,New York,33252
62,New York,13914
63,New York,58632
64,New York,26249
65,New York,32218
66,New York,29707
67,New York,2511
68,New York,114771
69,New York,23946
70,New York,90825
71,New York,36489
72,New York,43129
73,New York,11207
74,New York,50361
75,New York,16680
76,New York,12288
77,New York,4392
78,New York,33681
79,New York,10473
80,New York,23208
81,New York,26096
82,New York,151858
83,New York,17622
84,New York,6288
85,New York,127948
86,New York,3782
87,New York,130436
88,New York,42527
89,New York,109477
90,New York,1038125
1,North Carolina,443670
2,North Carolina,380137
3,North Carolina,4932
4,North Carolina,4025
5,North Carolina,907
6,North Carolina,1260
7,North Carolina,9
8,North Carolina,1223
9,North Carolina,28
10,North Carolina,6766
11,North Carolina,15648
12,North Carolina,87744
13,North Carolina,32050
14,North Carolina,1213
15,North Carolina,1601
16,North Carolina,1149
17,North Carolina,3372
18,North Carolina,4813
19,North Carolina,7633
20,North Carolina,3517
21,North Carolina,3182
22,North Carolina,1487
23,North Carolina,1805
24,North Carolina,2278
25,North Carolina,55694
26,North Carolina,20203
27,North Carolina,2519
28,North Carolina,382
29,North Carolina,1701
30,North Carolina,918
31,North Carolina,459
32,North Carolina,25594
33,North Carolina,3918
34,North Carolina,25214
35,North Carolina,23578
36,North Carolina,9716
37,North Carolina,1805
38,North Carolina,401
39,North Carolina,217
40,North Carolina,3361
41,North Carolina,428
42,North Carolina,54
43,North Carolina,2162
44,North Carolina,1288
45,North Carolina,13016
46,North Carolina,3770
47,North Carolina,704
48,North Carolina,6771
49,North Carolina,1771
50,North Carolina,85647
51,North Carolina,35462
52,North Carolina,25809
53,North Carolina,3194
54,North Carolina,6064
55,North Carolina,395
56,North Carolina,50186
57,North Carolina,46916
58,North Carolina,3270
59,North Carolina,48254
60,North Carolina,23117
61,North Carolina,3390
62,North Carolina,4837
63,North Carolina,14890
64,North Carolina,11189
65,North Carolina,13949
66,North Carolina,13201
67,North Carolina,748
68,North Carolina,34810
69,North Carolina,4788
70,North Carolina,30022
71,North Carolina,14800
72,North Carolina,12714
73,North Carolina,2508
74,North Carolina,14512
75,North Carolina,3978
76,North Carolina,2391
77,North Carolina,1587
78,North Carolina,10534
79,North Carolina,2045
80,North Carolina,8489
81,North Carolina,9039
82,North Carolina,63532
83,North Carolina,8725
84,North Carolina,12134
85,North Carolina,42673
86,North Carolina,6193
87,North Carolina,48792
88,North Carolina,16482
89,North Carolina,109584
90,North Carolina,270553
1,North Dakota,49769
2,North Dakota,44632
3,North Dakota,5267
4,North Dakota,5105
5,North Dakota,161
6,North Dakota,6633
7,North Dakota,2634
8,North Dakota,496
9,North Dakota,3503
10,North Dakota,1162
11,North Dakota,2547
12,North Dakota,3254
13,North Dakota,1876
14,North Dakota,126
15,North Dakota,175
16,North Dakota,5
17,North Dakota,135
18,North Dakota,1023
19,North Dakota,150
20,North Dakota,8
21,North Dakota,115
22,North Dakota,67
23,North Dakota,35
24,North Dakota,38
25,North Dakota,1378
26,North Dakota,836
27,North Dakota,15
28,North Dakota,5
29,North Dakota,11
30,North Dakota,48
31,North Dakota,252
32,North Dakota,68
33,North Dakota,145
34,North Dakota,4024
35,North Dakota,2762
36,North Dakota,2697
37,North Dakota,32
38,North Dakota,511
39,North Dakota,1
40,North Dakota,1701
41,North Dakota,75
42,North Dakota,92
43,North Dakota,251
44,North Dakota,34
45,North Dakota,1168
46,North Dakota,548
47,North Dakota,40
48,North Dakota,527
49,North Dakota,52
50,North Dakota,7203
51,North Dakota,2072
52,North Dakota,1014
53,North Dakota,112
54,North Dakota,939
55,North Dakota,8
56,North Dakota,5131
57,North Dakota,3771
58,North Dakota,1360
59,North Dakota,2579
60,North Dakota,1425
61,North Dakota,189
62,North Dakota,185
63,North Dakota,1051
64,North Dakota,460
65,North Dakota,694
66,North Dakota,586
67,North Dakota,108
68,North Dakota,3281
69,North Dakota,128
70,North Dakota,3154
71,North Dakota,1213
72,North Dakota,1736
73,North Dakota,206
74,North Dakota,1249
75,North Dakota,147
76,North Dakota,38
77,North Dakota,109
78,North Dakota,1102
79,North Dakota,377
80,North Dakota,725
81,North Dakota,807
82,North Dakota,5137
83,North Dakota,600
84,North Dakota,807
85,North Dakota,3729
86,North Dakota,11900
87,North Dakota,6786
88,North Dakota,3859
89,North Dakota,17701
90,North Dakota,26931
1,Ohio,544888
2,Ohio,479993
3,Ohio,3846
4,Ohio,3465
5,Ohio,382
6,Ohio,3130
7,Ohio,926
8,Ohio,1395
9,Ohio,808
10,Ohio,12620
11,Ohio,16961
12,Ohio,93636
13,Ohio,51457
14,Ohio,659
15,Ohio,2727
16,Ohio,5073
17,Ohio,10820
18,Ohio,7045
19,Ohio,2436
20,Ohio,3909
21,Ohio,11868
22,Ohio,4138
23,Ohio,828
24,Ohio,1956
25,Ohio,42178
26,Ohio,10002
27,Ohio,318
28,Ohio,117
29,Ohio,1841
30,Ohio,1781
31,Ohio,8380
32,Ohio,14084
33,Ohio,5656
34,Ohio,33885
35,Ohio,32727
36,Ohio,15739
37,Ohio,1569
38,Ohio,1472
39,Ohio,128
40,Ohio,6089
41,Ohio,499
42,Ohio,249
43,Ohio,3209
44,Ohio,2523
45,Ohio,14361
46,Ohio,4928
47,Ohio,739
48,Ohio,7467
49,Ohio,1227
50,Ohio,109229
51,Ohio,48598
52,Ohio,27532
53,Ohio,2961
54,Ohio,17326
55,Ohio,778
56,Ohio,60631
57,Ohio,56106
58,Ohio,4525
59,Ohio,64623
60,Ohio,28417
61,Ohio,5055
62,Ohio,6024
63,Ohio,17337
64,Ohio,19076
65,Ohio,17130
66,Ohio,15712
67,Ohio,1418
68,Ohio,50956
69,Ohio,4948
70,Ohio,46008
71,Ohio,20063
72,Ohio,22815
73,Ohio,3130
74,Ohio,16884
75,Ohio,4516
76,Ohio,2437
77,Ohio,2080
78,Ohio,12368
79,Ohio,1796
80,Ohio,10571
81,Ohio,11395
82,Ohio,64895
83,Ohio,10109
84,Ohio,4354
85,Ohio,50432
86,Ohio,6976
87,Ohio,66612
88,Ohio,28359
89,Ohio,117573
90,Ohio,362420
1,Oklahoma,169638
2,Oklahoma,143353
3,Oklahoma,3260
4,Oklahoma,2997
5,Oklahoma,264
6,Oklahoma,21246
7,Oklahoma,16148
8,Oklahoma,417
9,Oklahoma,4681
10,Oklahoma,4226
11,Oklahoma,6611
12,Oklahoma,18274
13,Oklahoma,9560
14,Oklahoma,169
15,Oklahoma,672
16,Oklahoma,388
17,Oklahoma,2469
18,Oklahoma,3247
19,Oklahoma,837
20,Oklahoma,304
21,Oklahoma,702
22,Oklahoma,341
23,Oklahoma,87
24,Oklahoma,344
25,Oklahoma,8713
26,Oklahoma,1609
27,Oklahoma,36
28,Oklahoma,85
29,Oklahoma,621
30,Oklahoma,179
31,Oklahoma,4164
32,Oklahoma,1121
33,Oklahoma,898
34,Oklahoma,9063
35,Oklahoma,10699
36,Oklahoma,6462
37,Oklahoma,820
38,Oklahoma,735
39,Oklahoma,1
40,Oklahoma,1805
41,Oklahoma,78
42,Oklahoma,1711
43,Oklahoma,891
44,Oklahoma,421
45,Oklahoma,3950
46,Oklahoma,774
47,Oklahoma,202
48,Oklahoma,2793
49,Oklahoma,181
50,Oklahoma,24433
51,Oklahoma,6236
52,Oklahoma,2987
53,Oklahoma,572
54,Oklahoma,2607
55,Oklahoma,70
56,Oklahoma,18197
57,Oklahoma,13644
58,Oklahoma,4553
59,Oklahoma,14032
60,Oklahoma,6805
61,Oklahoma,1596
62,Oklahoma,736
63,Oklahoma,4473
64,Oklahoma,1993
65,Oklahoma,5234
66,Oklahoma,4966
67,Oklahoma,268
68,Oklahoma,12345
69,Oklahoma,908
70,Oklahoma,11437
71,Oklahoma,5559
72,Oklahoma,4997
73,Oklahoma,880
74,Oklahoma,5141
75,Oklahoma,1064
76,Oklahoma,471
77,Oklahoma,592
78,Oklahoma,4078
79,Oklahoma,646
80,Oklahoma,3432
81,Oklahoma,3611
82,Oklahoma,26285
83,Oklahoma,5190
84,Oklahoma,2745
85,Oklahoma,18350
86,Oklahoma,24507
87,Oklahoma,19762
88,Oklahoma,10688
89,Oklahoma,49391
90,Oklahoma,93962
1,Oregon,203836
2,Oregon,180495
3,Oregon,3969
4,Oregon,2352
5,Oregon,1617
6,Oregon,310
7,Oregon,4
8,Oregon,296
9,Oregon,10
10,Oregon,3325
11,Oregon,6439
12,Oregon,57691
13,Oregon,52850
14,Oregon,1662
15,Oregon,410
16,Oregon,1141
17,Oregon,1348
18,Oregon,1016
19,Oregon,45115
20,Oregon,265
21,Oregon,530
22,Oregon,356
23,Oregon,262
24,Oregon,743
25,Oregon,4841
26,Oregon,2256
27,Oregon,67
28,Oregon,99
29,Oregon,876
30,Oregon,389
31,Oregon,154
32,Oregon,588
33,Oregon,412
34,Oregon,12224
35,Oregon,9362
36,Oregon,4924
37,Oregon,797
38,Oregon,397
39,Oregon,108
40,Oregon,1620
41,Oregon,320
42,Oregon,18
43,Oregon,1196
44,Oregon,469
45,Oregon,6181
46,Oregon,2853
47,Oregon,636
48,Oregon,2046
49,Oregon,646
50,Oregon,32774
51,Oregon,7514
52,Oregon,3261
53,Oregon,796
54,Oregon,3346
55,Oregon,110
56,Oregon,25260
57,Oregon,23853
58,Oregon,1408
59,Oregon,17275
60,Oregon,8848
61,Oregon,1676
62,Oregon,1525
63,Oregon,5647
64,Oregon,3654
65,Oregon,4773
66,Oregon,4217
67,Oregon,556
68,Oregon,16093
69,Oregon,1573
70,Oregon,14520
71,Oregon,6975
72,Oregon,6170
73,Oregon,1375
74,Oregon,6021
75,Oregon,1233
76,Oregon,588
77,Oregon,645
78,Oregon,4788
79,Oregon,1126
80,Oregon,3663
81,Oregon,3906
82,Oregon,23341
83,Oregon,3770
84,Oregon,636
85,Oregon,18936
86,Oregon,4279
87,Oregon,21587
88,Oregon,8249
89,Oregon,68409
90,Oregon,112086
1,Pennsylvania,621398
2,Pennsylvania,554414
3,Pennsylvania,3519
4,Pennsylvania,2958
5,Pennsylvania,561
6,Pennsylvania,12272
7,Pennsylvania,3438
8,Pennsylvania,5039
9,Pennsylvania,3796
10,Pennsylvania,10591
11,Pennsylvania,21502
12,Pennsylvania,74776
13,Pennsylvania,38500
14,Pennsylvania,1049
15,Pennsylvania,2034
16,Pennsylvania,6513
17,Pennsylvania,7297
18,Pennsylvania,4792
19,Pennsylvania,4694
20,Pennsylvania,2960
21,Pennsylvania,1474
22,Pennsylvania,3439
23,Pennsylvania,1075
24,Pennsylvania,3172
25,Pennsylvania,36276
26,Pennsylvania,9037
27,Pennsylvania,488
28,Pennsylvania,376
29,Pennsylvania,3695
30,Pennsylvania,2260
31,Pennsylvania,2685
32,Pennsylvania,13756
33,Pennsylvania,3978
34,Pennsylvania,38269
35,Pennsylvania,34250
36,Pennsylvania,18415
37,Pennsylvania,1798
38,Pennsylvania,1194
39,Pennsylvania,121
40,Pennsylvania,5871
41,Pennsylvania,1415
42,Pennsylvania,1046
43,Pennsylvania,3030
44,Pennsylvania,3939
45,Pennsylvania,30112
46,Pennsylvania,5447
47,Pennsylvania,1950
48,Pennsylvania,21108
49,Pennsylvania,1608
50,Pennsylvania,119815
51,Pennsylvania,39519
52,Pennsylvania,11828
53,Pennsylvania,6813
54,Pennsylvania,19793
55,Pennsylvania,1086
56,Pennsylvania,80296
57,Pennsylvania,73619
58,Pennsylvania,6677
59,Pennsylvania,81526
60,Pennsylvania,44759
61,Pennsylvania,10193
62,Pennsylvania,7730
63,Pennsylvania,26835
64,Pennsylvania,20790
65,Pennsylvania,15976
66,Pennsylvania,14298
67,Pennsylvania,1678
68,Pennsylvania,73993
69,Pennsylvania,13907
70,Pennsylvania,60085
71,Pennsylvania,25643
72,Pennsylvania,29425
73,Pennsylvania,5017
74,Pennsylvania,21238
75,Pennsylvania,7315
76,Pennsylvania,3814
77,Pennsylvania,3501
78,Pennsylvania,13923
79,Pennsylvania,3207
80,Pennsylvania,10716
81,Pennsylvania,14137
82,Pennsylvania,66984
83,Pennsylvania,13217
84,Pennsylvania,2921
85,Pennsylvania,50845
86,Pennsylvania,15791
87,Pennsylvania,72519
88,Pennsylvania,29006
89,Pennsylvania,112069
90,Pennsylvania,442345
1,Plains,1054874
2,Plains,929526
3,Plains,46671
4,Plains,44196
5,Plains,2474
6,Plains,13822
7,Plains,4070
8,Plains,5508
9,Plains,4244
10,Plains,19085
11,Plains,40163
12,Plains,149296
13,Plains,77770
14,Plains,2304
15,Plains,3210
16,Plains,2728
17,Plains,11037
18,Plains,18719
19,Plains,11303
20,Plains,4047
21,Plains,6489
22,Plains,8374
23,Plains,2103
24,Plains,7456
25,Plains,71526
26,Plains,26495
27,Plains,455
28,Plains,540
29,Plains,3617
30,Plains,4861
31,Plains,10544
32,Plains,19455
33,Plains,5558
34,Plains,68426
35,Plains,61836
36,Plains,39590
37,Plains,3055
38,Plains,10672
39,Plains,217
40,Plains,14497
41,Plains,1496
42,Plains,1168
43,Plains,5446
44,Plains,3039
45,Plains,37999
46,Plains,10552
47,Plains,1429
48,Plains,21527
49,Plains,4491
50,Plains,198585
51,Plains,83212
52,Plains,33967
53,Plains,8170
54,Plains,40215
55,Plains,860
56,Plains,115373
57,Plains,103993
58,Plains,11380
59,Plains,103907
60,Plains,51675
61,Plains,10028
62,Plains,11081
63,Plains,30566
64,Plains,25930
65,Plains,26302
66,Plains,24316
67,Plains,1987
68,Plains,93652
69,Plains,9628
70,Plains,84023
71,Plains,36539
72,Plains,40470
73,Plains,7015
74,Plains,33843
75,Plains,9275
76,Plains,4419
77,Plains,4856
78,Plains,24568
79,Plains,5814
80,Plains,18754
81,Plains,22652
82,Plains,125347
83,Plains,17574
84,Plains,10635
85,Plains,97138
86,Plains,60493
87,Plains,130262
88,Plains,58675
89,Plains,249952
90,Plains,679574
1,Rhode Island,51403
2,Rhode Island,43766
3,Rhode Island,89
4,Rhode Island,35
5,Rhode Island,54
6,Rhode Island,35
7,Rhode Island,1
8,Rhode Island,35
9,Rhode Island,0
10,Rhode Island,565
11,Rhode Island,2212
12,Rhode Island,3910
13,Rhode Island,2422
14,Rhode Island,36
15,Rhode Island,48
16,Rhode Island,381
17,Rhode Island,292
18,Rhode Island,173
19,Rhode Island,352
20,Rhode Island,163
21,Rhode Island,6
22,Rhode Island,281
23,Rhode Island,71
24,Rhode Island,619
25,Rhode Island,1488
26,Rhode Island,246
27,Rhode Island,149
28,Rhode Island,8
29,Rhode Island,106
30,Rhode Island,120
31,Rhode Island,41
32,Rhode Island,539
33,Rhode Island,277
34,Rhode Island,2702
35,Rhode Island,2776
36,Rhode Island,824
37,Rhode Island,115
38,Rhode Island,17
39,Rhode Island,25
40,Rhode Island,217
41,Rhode Island,116
42,Rhode Island,10
43,Rhode Island,232
44,Rhode Island,91
45,Rhode Island,2672
46,Rhode Island,472
47,Rhode Island,76
48,Rhode Island,1753
49,Rhode Island,371
50,Rhode Island,12242
51,Rhode Island,4392
52,Rhode Island,1472
53,Rhode Island,927
54,Rhode Island,1936
55,Rhode Island,58
56,Rhode Island,7850
57,Rhode Island,7416
58,Rhode Island,434
59,Rhode Island,5751
60,Rhode Island,2711
61,Rhode Island,698
62,Rhode Island,621
63,Rhode Island,1393
64,Rhode Island,1658
65,Rhode Island,1382
66,Rhode Island,1228
67,Rhode Island,154
68,Rhode Island,6798
69,Rhode Island,1509
70,Rhode Island,5289
71,Rhode Island,2008
72,Rhode Island,2894
73,Rhode Island,386
74,Rhode Island,2094
75,Rhode Island,452
76,Rhode Island,127
77,Rhode Island,325
78,Rhode Island,1642
79,Rhode Island,403
80,Rhode Island,1239
81,Rhode Island,1095
82,Rhode Island,7637
83,Rhode Island,1452
84,Rhode Island,1271
85,Rhode Island,4915
86,Rhode Island,125
87,Rhode Island,5478
88,Rhode Island,1389
89,Rhode Island,6246
90,Rhode Island,37519
1,Rocky Mountain,544111
2,Rocky Mountain,470726
3,Rocky Mountain,9195
4,Rocky Mountain,7929
5,Rocky Mountain,1267
6,Rocky Mountain,34249
7,Rocky Mountain,16795
8,Rocky Mountain,11373
9,Rocky Mountain,6081
10,Rocky Mountain,7499
11,Rocky Mountain,23541
12,Rocky Mountain,48935
13,Rocky Mountain,28075
14,Rocky Mountain,851
15,Rocky Mountain,1671
16,Rocky Mountain,2589
17,Rocky Mountain,3040
18,Rocky Mountain,2006
19,Rocky Mountain,9590
20,Rocky Mountain,786
21,Rocky Mountain,1125
22,Rocky Mountain,1824
23,Rocky Mountain,839
24,Rocky Mountain,3756
25,Rocky Mountain,20860
26,Rocky Mountain,6935
27,Rocky Mountain,240
28,Rocky Mountain,111
29,Rocky Mountain,759
30,Rocky Mountain,922
31,Rocky Mountain,5184
32,Rocky Mountain,5537
33,Rocky Mountain,1171
34,Rocky Mountain,28938
35,Rocky Mountain,33485
36,Rocky Mountain,18401
37,Rocky Mountain,3452
38,Rocky Mountain,4141
39,Rocky Mountain,8
40,Rocky Mountain,5225
41,Rocky Mountain,692
42,Rocky Mountain,1126
43,Rocky Mountain,2681
44,Rocky Mountain,1076
45,Rocky Mountain,28452
46,Rocky Mountain,8259
47,Rocky Mountain,1218
48,Rocky Mountain,16509
49,Rocky Mountain,2466
50,Rocky Mountain,102422
51,Rocky Mountain,31762
52,Rocky Mountain,15272
53,Rocky Mountain,4159
54,Rocky Mountain,9562
55,Rocky Mountain,2769
56,Rocky Mountain,70660
57,Rocky Mountain,64323
58,Rocky Mountain,6337
59,Rocky Mountain,63145
60,Rocky Mountain,38085
61,Rocky Mountain,5073
62,Rocky Mountain,8565
63,Rocky Mountain,24447
64,Rocky Mountain,9598
65,Rocky Mountain,15463
66,Rocky Mountain,13932
67,Rocky Mountain,1530
68,Rocky Mountain,37854
69,Rocky Mountain,4522
70,Rocky Mountain,33332
71,Rocky Mountain,17103
72,Rocky Mountain,13370
73,Rocky Mountain,2859
74,Rocky Mountain,21776
75,Rocky Mountain,5779
76,Rocky Mountain,2075
77,Rocky Mountain,3704
78,Rocky Mountain,15997
79,Rocky Mountain,5068
80,Rocky Mountain,10929
81,Rocky Mountain,12832
82,Rocky Mountain,73384
83,Rocky Mountain,15464
84,Rocky Mountain,8152
85,Rocky Mountain,49769
86,Rocky Mountain,43445
87,Rocky Mountain,62423
88,Rocky Mountain,25900
89,Rocky Mountain,115921
90,Rocky Mountain,354806
