naics_code,busyness_count,busyness_value,annual_pay,worker_count
621512,6809,16671140,5530253,92900
6216,30139,65447269,32758657,1263528
62161,30139,65447269,32758657,1263528
621610,30139,65447269,32758657,1263528
6219,9916,31270388,11037588,290171
62191,5047,13228908,5451635,165246
621910,5047,13228908,5451635,165246
62199,4869,18041480,5585953,124925
621991,1320,10204793,2991508,71198
621999,3549,7836687,2594445,53727
622,6475,876849962,317331697,5751341
6221,5001,816614961,291633042,5256237
62211,5001,816614961,291633042,5256237
622110,5001,816614961,291633042,5256237
6222,584,20338476,10495869,225500
62221,584,20338476,10495869,225500
622210,584,20338476,10495869,225500
6223,890,39896525,15202786,269604
62231,890,39896525,15202786,269604
622310,890,39896525,15202786,269604
623,80640,203170751,86651406,3364147
6231,16617,110351382,47484685,1711940
62311,16617,110351382,47484685,1711940
623110,16617,110351382,47484685,1711940
6232,36545,33756312,16556672,700053
62321,29240,22129455,11426658,522953
623210,29240,22129455,11426658,522953
62322,7305,11626857,5130014,177100
623220,7305,11626857,5130014,177100
6233,22380,51101441,18822634,818748
62331,22380,51101441,18822634,818748
623311,4815,27611764,10682704,423627
623312,17565,23489677,8139930,395121
6239,5098,7961616,3787415,133406
62399,5098,7961616,3787415,133406
623990,5098,7961616,3787415,133406
624,161240,146326429,57540486,2824270
6241,63836,74109163,31027251,1458880
62411,10683,12211391,4758448,167952
624110,10683,12211391,4758448,167952
62412,25964,34087220,15755748,901359
624120,25964,34087220,15755748,901359
62419,27189,27810552,10513055,389569
624190,27189,27810552,10513055,389569
6242,14241,27694898,5179427,176157
62421,4525,8216958,953049,37667
624210,4525,8216958,953049,37667
62422,8446,10775196,3420151,117616
624221,3928,4279204,1789723,67601
624229,4518,6495992,1630428,50015
62423,1270,8702744,806227,20874
624230,1270,8702744,806227,20874
6243,7832,12430040,5684548,312659
62431,7832,12430040,5684548,312659
624310,7832,12430040,5684548,312659
6244,75331,32092328,15649260,876574
62441,75331,32092328,15649260,876574
624410,75331,32092328,15649260,876574
71,124591,201193299,64051613,2081668
711,45612,86420885,31544563,433569
7111,8508,13857136,3950021,119372
71111,3291,7018444,2017919,65883
711110,3291,7018444,2017919,65883
71112,466,631747,239140,8763
711120,466,631747,239140,8763
71113,4453,5054403,1499434,38812
711130,4453,5054403,1499434,38812
71119,298,1152542,193528,5914
711190,298,1152542,193528,5914
7112,4164,33297906,16653456,118123
71121,4164,33297906,16653456,118123
711211,941,22671864,14563909,58826
711212,644,7434157,1250706,43252
711219,2579,3191885,838841,16045
7113,6846,18473777,3211323,136920
71131,2776,10074391,2079364,112640
711310,2776,10074391,2079364,112640
71132,4070,8399386,1131959,24280
711320,4070,8399386,1131959,24280
7114,3716,5832382,1885792,17948
71141,3716,5832382,1885792,17948
711410,3716,5832382,1885792,17948
7115,22378,14959684,5843971,41206
71151,22378,14959684,5843971,41206
711510,22378,14959684,5843971,41206
712,7319,13726081,4197281,135348
7121,7319,13726081,4197281,135348
71211,4963,9190859,2739238,86802
712110,4963,9190859,2739238,86802
71212,1123,701333,241703,10034
712120,1123,701333,241703,10034
71213,599,3088756,1005408,31841
712130,599,3088756,1005408,31841
71219,634,745133,210932,6671
712190,634,745133,210932,6671
713,71660,101046333,28309769,1512751
7131,3299,14302234,3386360,155001
71311,442,12596971,2937857,116148
713110,442,12596971,2937857,116148
71312,2857,1705263,448503,38853
713120,2857,1705263,448503,38853
7132,2886,24385212,4271514,149275
71321,282,15688284,2937255,97277
713210,282,15688284,2937255,97277
71329,2604,8696928,1334259,51998
713290,2604,8696928,1334259,51998
7139,65475,62358887,20651895,1208475
71391,11602,20812277,8099075,314951
713910,11602,20812277,8099075,314951
71392,369,2214811,711566,75922
713920,369,2214811,711566,75922
71393,3782,3891178,917284,27359
713930,3782,3891178,917284,27359
71394,29789,24050883,7930805,610177
713940,29789,24050883,7930805,610177
71395,4063,3083247,925590,71014
713950,4063,3083247,925590,71014
71399,15870,8306491,2067575,109052
713990,15870,8306491,2067575,109052
72,662489,708138598,196103341,12007689
721,63833,195858388,50120659,1950081
7211,54289,189672313,48683242,1897599
72111,49543,134515151,34870559,1459494
721110,49543,134515151,34870559,1459494
72112,358,53410351,13378596,414420
721120,358,53410351,13378596,414420
72119,4388,1746811,434087,23685
721191,3004,1044042,264022,15740
721199,1384,702769,170065,7945
7212,7414,4838704,1219751,40561
72121,7414,4838704,1219751,40561
721211,4422,2367002,495195,19747
721214,2992,2471702,724556,20814
7213,2130,1347371,217666,11921
72131,2130,1347371,217666,11921
721310,2130,1347371,217666,11921
722,598656,512280210,145982682,10057608
7221,231927,224320799,74086843,4772294
72211,231927,224320799,74086843,4772294
722110,231927,224320799,74086843,4772294
7222,285981,223021294,54462797,4268977
72221,285981,223021294,54462797,4268977
722211,224766,185366032,45377104,3588611
722212,6373,6720567,1685878,127496
722213,54842,30934695,7399815,552870
7222131,11066,3717047,875736,93006
7222132,3615,998686,228778,22459
7222133,8736,4865055,1153964,83972
7222134,2349,1407746,342111,22900
7222135,19454,13229728,3118828,209393
7222136,591,214570,52159,4580
7222137,9031,6501863,1628239,116560
7223,38974,45212208,12734406,659825
72231,25857,37009096,10334974,518939
722310,25857,37009096,10334974,518939
72232,10265,7542609,2266755,131894
722320,10265,7542609,2266755,131894
72233,2852,660503,132677,8992
722330,2852,660503,132677,8992
7224,41774,19725909,4698636,356512
72241,41774,19725909,4698636,356512
722410,41774,19725909,4698636,356512
81,529691,426693675,108185736,3430711
811,210151,143943567,41273746,1194122
8111,157152,90804734,25293872,832718
81111,90565,45376325,12021707,374231
811111,79516,40514767,10699955,331740
811112,1928,682292,173848,6541
811113,5086,2289742,644226,19320
811118,4035,1889524,503678,16630
81112,39740,31845037,9327391,246535
811121,33872,28569690,8460513,217358
811122,5868,3275347,866878,29177
81119,26847,13583372,3944774,211952
811191,8726,5021797,1305375,60417
811192,14782,7024067,2221760,137822
811198,3339,1537508,417639,13713
8112,12201,15719278,4729342,103125
81121,12201,15719278,4729342,103125
811211,1795,1723924,488157,14143
811212,5321,4801932,1504338,37287
811213,1532,2627273,627118,13606
811219,3553,6566149,2109729,38089
8113,21021,31065499,9397458,192448
81131,21021,31065499,9397458,192448
811310,21021,31065499,9397458,192448
8114,19777,6354056,1853074,65831
81141,5930,2451849,644017,21612
811411,1701,476204,95560,4154
811412,4229,1975645,548457,17458
81142,3733,975867,338101,12823
811420,3733,975867,338101,12823
81143,1039,196686,52727,2478
811430,1039,196686,52727,2478
81149,9075,2729654,818229,28918
811490,9075,2729654,818229,28918
812,212568,87031329,28674529,1349371
8121,118113,29532973,11801960,650219
81211,97607,22785000,9752673,511612
812111,3779,536316,246848,12936
812112,76484,19259317,8639656,440247
812113,17344,2989367,866169,58429
81219,20506,6747973,2049287,138607
812191,3186,1919372,470692,34133
812199,17320,4828601,1578595,104474
8122,20932,16301922,4443260,141126
81221,15638,13004454,3275753,108473
812210,15638,13004454,3275753,108473
81222,5294,3297468,1167507,32653
812220,5294,3297468,1167507,32653
8123,35821,23360078,7166099,299727
81231,10899,3549101,624817,40063
812310,10899,3549101,624817,40063
81232,22558,7582946,2517907,143251
812320,22558,7582946,2517907,143251
81233,2364,12228031,4023375,116413
812331,1054,5138789,1704999,55961
812332,1310,7089242,2318376,60452
8129,37702,17836356,5263210,258299
81291,14060,3375800,1274449,73985
812910,14060,3375800,1274449,73985
81292,843,1612942,380706,8094
812921,609,1538991,361451,7206
812922,234,73951,19255,888
81293,12585,7470925,2321617,132128
812930,12585,7470925,2321617,132128
81299,10214,5376689,1286438,44092
812990,10214,5376689,1286438,44092
813,106972,195718779,38237461,887218
8132,19288,90707677,9122633,173912
81321,19288,90707677,9122633,173912
813211,11515,61611047,4707221,89272
813212,4390,17818716,3083982,54531
813219,3383,11277914,1331430,30109
8133,16886,24550782,6427062,151437
81331,16886,24550782,6427062,151437
813311,3247,7203824,1663992,33832
813312,7095,9105546,2530597,65618
813319,6544,8241412,2232473,51987
8134,26676,16053994,4479263,229766
81341,26676,16053994,4479263,229766
813410,26676,16053994,4479263,229766
8139,44122,64406326,18208503,332103
81391,16522,23724292,7380717,112831
813910,16522,23724292,7380717,112831
81392,6992,18565199,5879209,84198
813920,6992,18565199,5879209,84198
81399,20608,22116835,4948577,135074
813990,20608,22116835,4948577,135074
